horizon_h,model_mae,naive_mae,absolute_gain_c,relative_gain_pct,n_samples
1,0.9719018782179757,0.6010159815510653,-0.3708858966669104,-61.70982270883226,62009
3,1.3958711372615469,1.5595660940398421,0.16369495677829526,10.49618592016616,61995
6,1.8758181425495117,2.7066011553232,0.8307830127736884,30.694696599081407,61974
12,2.4084309201600074,3.8594022476264285,1.450971327466421,37.59575277126874,61932
24,2.9256979125407887,2.6109235545207605,-0.3147743580200282,-12.056054168074084,61848
